"['Missouri', 'edit]\n']","['Bolivar ', 'Southwest Baptist University)[2]\n']"
"['Missouri', 'edit]\n']","['Cape Girardeau ', 'Southeast Missouri State University)[2]\n']"
"['Missouri', 'edit]\n']","['Columbia ', 'University of Missouri, Stephens College, Columbia College)[20]\n']"
"['Missouri', 'edit]\n']","['Fayette ', 'Central Methodist University)[2]\n']"
"['Missouri', 'edit]\n']","['Fulton ', 'Westminster College and William Woods University).\n']"
"['Missouri', 'edit]\n']","['Kirksville ', 'Truman State University, A. T. Still University)[2]\n']"
"['Missouri', 'edit]\n']","['Maryville ', 'Northwest Missouri State University)[2]\n']"
"['Missouri', 'edit]\n']","['Rolla ', 'Missouri University of Science and Technology)[2]\n']"
"['Missouri', 'edit]\n']","['Warrensburg ', 'University of Central Missouri)[5]\n']"
"['Montana', 'edit]\n']","['Bozeman ', 'Montana State University)[2]\n']"
"['Montana', 'edit]\n']","['Dillon ', 'University of Montana Western)[2]\n']"
"['Montana', 'edit]\n']","['Missoula ', 'University of Montana)[5]\n']"
"['Nebraska', 'edit]\n']","['Chadron ', 'Chadron State College)[5]\n']"
"['Nebraska', 'edit]\n']","['Crete ', 'Doane College)[2]\n']"
"['Nebraska', 'edit]\n']","['Kearney ', 'University of Nebraska at Kearney)[2]\n']"
"['Nebraska', 'edit]\n']","['Lincoln ', 'University of Nebraska at Lincoln)[5]\n']"
"['Nebraska', 'edit]\n']","['Peru ', 'Peru State College)[2]\n']"
"['Nebraska', 'edit]\n']","['Seward ', 'Concordia University)[2]\n']"
"['Nebraska', 'edit]\n']","['Wayne ', 'Wayne State College)[2]\n']"
"['Nevada', 'edit]\n']","['Las Vegas ', 'University of Nevada, Las Vegas)\n']"
"['Nevada', 'edit]\n']","['Reno ', 'University of Nevada, Reno)\n']"
"['New Hampshire', 'edit]\n']","['New London, New Hampshire ', 'Colby-Sawyer College)\n']"
"['New Hampshire', 'edit]\n']","['Durham ', 'University of New Hampshire)[2]\n']"
"['New Hampshire', 'edit]\n']","['Hanover ', 'Dartmouth College)[5]\n']"
"['New Hampshire', 'edit]\n']","['Henniker ', 'New England College)\n']"
"['New Hampshire', 'edit]\n']","['Keene ', 'Keene State College)[2]\n']"
"['New Hampshire', 'edit]\n']","['Plymouth ', 'Plymouth State University)[2]\n']"
"['New Hampshire', 'edit]\n']","['Rindge ', 'Franklin Pierce University)\n']"
"['New Jersey', 'edit]\n']","['Ewing ', 'The College of New Jersey), ', 'Rider University)\n']"
"['New Jersey', 'edit]\n']","['Jersey City ', 'New Jersey City University), ', ""Saint Peter's University)\n""]"
"['New Jersey', 'edit]\n']","['Glassboro ', 'Rowan University)[2]\n']"
"['New Jersey', 'edit]\n']","['Hoboken ', 'Stevens Institute of Technology)\n']"
"['New Jersey', 'edit]\n']","['Madison ', 'Drew University), ', 'Fairleigh Dickinson University), ', 'College of Saint Elizabeth)\n']"
"['New Jersey', 'edit]\n']","['Newark ', 'Rutgers University), ', 'New Jersey Institute of Technology), ', 'UMDNJ)\n']"
"['New Jersey', 'edit]\n']","['New Brunswick ', 'Rutgers University)[5]\n']"
"['New Jersey', 'edit]\n']","['Princeton ', 'Princeton University)[5]\n']"
"['New Jersey', 'edit]\n']","['Union ', 'Kean University)\n']"
"['New Jersey', 'edit]\n']","['West Long Branch ', 'Monmouth University)\n']"
"['New Mexico', 'edit]\n']","['Hobbs ', 'University of the Southwest)[2]\n']"
"['New Mexico', 'edit]\n']","['Las Cruces ', 'New Mexico State University)[2]\n']"
"['New Mexico', 'edit]\n']","['Las Vegas ', 'New Mexico Highlands University)[2]\n']"
"['New Mexico', 'edit]\n']","['Portales ', 'Eastern New Mexico University)[2]\n']"
"['New Mexico', 'edit]\n']","['Silver City ', 'Western New Mexico University)[2]\n']"
"['New York', 'edit]\n']","['Alfred ', 'Alfred University, Alfred State College)[2]\n']"
"['New York', 'edit]\n']","['Albany ', 'SUNY Albany, Siena College, Albany College of Pharmacy, Albany Law School, Albany Medical College, College of Saint Rose, Excelsior College, Maria College of Albany, Mildred Elley, Sage College of Albany)\n']"
"['New York', 'edit]\n']","['Aurora ', 'Wells College)[21]\n']"
"['New York', 'edit]\n']","['Binghamton ', 'Binghamton University)[2]\n']"
"['New York', 'edit]\n']","['Brockport ', 'SUNY Brockport)[5]\n']"
"['New York', 'edit]\n']","['Buffalo ', 'University at Buffalo)\n']"
"['New York', 'edit]\n']","['Canton ', 'St. Lawrence University, SUNY Canton)[2]\n']"
"['New York', 'edit]\n']","['Clinton ', 'Hamilton College)[2]\n']"
"['New York', 'edit]\n']","['Cobleskill ', 'SUNY Cobleskill)[2]\n']"
"['New York', 'edit]\n']","['Delhi ', 'SUNY Delhi)[2]\n']"
"['New York', 'edit]\n']","['Fredonia ', 'SUNY Fredonia)[2]\n']"
"['New York', 'edit]\n']","['Geneseo ', 'SUNY Geneseo)[2]\n']"
"['New York', 'edit]\n']","['Geneva ', 'Hobart and William Smith Colleges)\n']"
"['New York', 'edit]\n']","['Hamilton ', 'Colgate University)[2]\n']"
"['New York', 'edit]\n']","['Ithaca ', 'Cornell University, Ithaca College)[1]\n']"
"['New York', 'edit]\n']","['Morningside Heights, Manhattan ', 'Columbia University, Barnard College, Teachers College, Manhattan School of Music, Jewish Theological Seminary, Union Theological Seminary, Bank Street College of Education)\n']"
"['New York', 'edit]\n']","['New Paltz ', 'SUNY New Paltz)[2]\n']"
"['New York', 'edit]\n']","['Oneonta ', 'SUNY Oneonta, Hartwick College)[2]\n']"
"['New York', 'edit]\n']","['Oswego ', 'SUNY Oswego)[2]\n']"
"['New York', 'edit]\n']","['Plattsburgh ', 'SUNY Plattsburgh)[2]\n']"
"['New York', 'edit]\n']","['Potsdam ', 'SUNY Potsdam, Clarkson University)[2]\n']"
"['New York', 'edit]\n']","['Poughkeepsie ', 'Vassar College, Marist College)[2]\n']"
"['New York', 'edit]\n']","['Purchase ', 'Purchase College, Manhattanville College)[2]\n']"
"['New York', 'edit]\n']","['Rochester ', 'University of Rochester, Rochester Institute of Technology, Nazareth College, St. John Fisher College, Monroe Community College, Roberts Wesleyan College, SUNY Brockport, SUNY Empire State College)[2]\n']"
"['New York', 'edit]\n']","['Saratoga Springs ', 'Skidmore College)[2]\n']"
"['New York', 'edit]\n']","['Seneca Falls ', 'New York Chiropractic College)\n']"
"['New York', 'edit]\n']","['Stony Brook ', 'Stony Brook University)\n']"
"['New York', 'edit]\n']","['Syracuse ', 'Syracuse University, SUNY ESF, Upstate Medical University)\n']"
"['New York', 'edit]\n']","['Tivoli ', 'Bard College)\n']"
"['New York', 'edit]\n']","['Troy ', 'Rensselaer Polytechnic Institute, Russell Sage College, Hudson Valley Community College)\n']"
"['New York', 'edit]\n']","['West Point ', 'United States Military Academy)\n']"
"['North Carolina', 'edit]\n']","['Banner Elk ', 'Lees-McRae College)\n']"
"['North Carolina', 'edit]\n']","['Boiling Springs ', 'Gardner-Webb University)[2]\n']"
"['North Carolina', 'edit]\n']","['Boone ', 'Appalachian State University)[2]\n']"
"['North Carolina', 'edit]\n']","['Buies Creek ', 'Campbell University)[2]\n']"
"['North Carolina', 'edit]\n']","['Chapel Hill ', 'University of North Carolina at Chapel Hill)[20]\n']"
"['North Carolina', 'edit]\n']","['Cullowhee ', 'Western Carolina University)[2]\n']"
"['North Carolina', 'edit]\n']","['Davidson ', 'Davidson College)[5]\n']"
